iter	Passed	Remaining
408	5279	7628
409	5294	7618
410	5303	7599
411	5313	7583
412	5323	7566
413	5331	7545
414	5340	7528
415	5353	7515
416	5362	7497
417	5372	7480
418	5381	7462
419	5389	7442
420	5396	7422
421	5404	7401
422	5412	7383
423	5421	7365
424	5430	7347
425	5439	7329
426	5447	7310
427	5455	7291
428	5464	7273
429	5473	7255
430	5482	7237
431	5495	7224
432	5503	7206
433	5514	7192
434	5525	7176
435	5533	7158
436	5543	7142
437	5551	7123
438	5560	7106
439	5571	7090
440	5582	7075
441	5590	7058
442	5599	7040
443	5608	7023
444	5617	7006
445	5631	6994
446	5640	6977
447	5649	6961
448	5658	6943
449	5666	6925
450	5675	6909
451	5684	6891
452	5692	6874
453	5700	6856
454	5708	6837
455	5715	6818
456	5724	6801
457	5732	6783
458	5741	6767
459	5750	6750
460	5757	6731
461	5765	6714
462	5775	6698
463	5793	6692
464	5801	6674
465	5808	6656
466	5815	6637
467	5824	6621
468	5832	6603
469	5842	6588
470	5852	6572
471	5860	6556
472	5869	6539
473	5877	6522
474	5885	6504
475	5892	6486
476	5899	6468
477	5909	6453
478	5918	6437
479	5926	6419
480	5934	6403
481	5944	6388
482	5952	6371
483	5967	6362
484	5977	6347
485	5986	6331
486	5995	6315
487	6004	6300
488	6014	6285
489	6023	6269
490	6031	6253
491	6040	6236
492	6049	6220
493	6056	6203
494	6066	6188
495	6075	6173
496	6083	6157
497	6092	6141
498	6101	6125
499	6110	6110
500	6119	6095
501	6128	6079
502	6137	6064
503	6145	6048
504	6154	6032
505	6163	6017
506	6177	6006
507	6199	6003
508	6207	5987
509	6216	5973
510	6226	5958
511	6235	5943
512	6243	5926
513	6253	5912
514	6261	5897
515	6271	5882
516	6278	5865
517	6286	5849
518	6296	5835
519	6305	5820
520	6314	5805
521	6323	5790
522	6332	5775
523	6341	5760
524	6350	5745
525	6359	5730
526	6368	5716
527	6377	5700
528	6386	5686
529	6395	5671
530	6403	5656
531	6412	5641
532	6421	5626
533	6430	5611
534	6439	5597
535	6448	5582
536	6456	5566
537	6470	5556
538	6479	5541
539	6488	5527
540	6503	5517
541	6513	5503
542	6522	5489
543	6531	5475
544	6541	5461
545	6551	5447
546	6562	5434
547	6572	5420
548	6581	5406
549	6591	5393
550	6601	5379
551	6610	5365
552	6621	5352
553	6631	5338
554	6641	5324
555	6650	5310
556	6659	5296
557	6668	5282
558	6679	5269
559	6688	5255
560	6696	5240
561	6706	5226
562	6715	5212
563	6724	5198
564	6733	5184
565	6743	5170
566	6754	5157
567	6764	5144
568	6772	5129
569	6780	5115
570	6789	5101
571	6798	5086
572	6807	5073
573	6815	5058
574	6823	5043
575	6832	5029
576	6842	5016
577	6857	5006
578	6871	4996
579	6885	4985
580	6898	4975
581	6907	4961
582	6917	4947
583	6926	4933
584	6936	4920
585	6945	4906
586	6955	4893
587	6966	4881
588	6976	4867
589	6985	4854
590	6996	4841
591	7007	4829
592	7018	4817
593	7028	4803
594	7038	4790
595	7047	4777
596	7057	4764
597	7068	4751
598	7078	4738
599	7088	4725
600	7096	4711
601	7106	4698
602	7115	4684
603	7123	4670
604	7132	4656
605	7141	4642
606	7150	4629
607	7159	4615
608	7167	4601
609	7175	4587
610	7185	4574
611	7194	4560
612	7205	4548
613	7216	4537
614	7226	4524
615	7233	4509
616	7242	4495
617	7252	4483
618	7261	4469
619	7270	4456
620	7295	4452
621	7307	4440
622	7323	4431
623	7334	4419
624	7343	4405
625	7351	4392
626	7360	4378
627	7371	4366
628	7380	4353
629	7390	4340
630	7401	4328
631	7410	4315
632	7421	4303
633	7432	4290
634	7441	4277
635	7450	4264
636	7459	4250
637	7468	4237
638	7477	4224
639	7486	4210
640	7494	4197
641	7504	4184
642	7512	4170
643	7521	4157
644	7529	4144
645	7540	4132
646	7550	4119
647	7559	4106
648	7567	4092
649	7580	4081
650	7591	4069
651	7601	4057
652	7612	4045
653	7621	4032
654	7632	4020
655	7645	4009
656	7653	3995
657	7663	3983
658	7671	3969
659	7680	3956
660	7689	3943
661	7699	3931
662	7708	3918
663	7718	3905
664	7728	3893
665	7738	3880
666	7747	3867
667	7758	3855
668	7767	3843
669	7776	3830
670	7785	3817
671	7794	3804
672	7803	3791
673	7811	3778
674	7819	3765
675	7829	3752
676	7838	3739
677	7847	3727
678	7856	3714
679	7865	3701
680	7873	3688
681	7882	3675
682	7891	3662
683	7901	3650
684	7910	3637
685	7921	3625
686	7929	3612
687	7938	3600
688	7947	3587
689	7957	3575
690	7966	3562
691	7979	3551
692	7991	3540
693	8001	3528
694	8010	3515
695	8019	3502
696	8028	3489
697	8036	3477
698	8049	3466
699	8059	3453
700	8067	3441
701	8077	3429
702	8085	3415
703	8093	3402
704	8102	3390
705	8111	3378
706	8119	3364
707	8128	3352
708	8137	3340
709	8145	3326
710	8154	3314
711	8164	3302
712	8176	3291
713	8186	3279
714	8194	3266
715	8203	3254
716	8212	3241
717	8221	3229
718	8229	3216
719	8237	3203
720	8246	3190
721	8264	3182
722	8276	3170
723	8285	3158
724	8294	3146
725	8302	3133
726	8311	3121
727	8320	3108
728	8330	3096
729	8340	3084
730	8349	3072
731	8358	3060
732	8368	3048
733	8377	3036
734	8387	3024
735	8395	3011
736	8403	2998
737	8412	2986
738	8421	2974
739	8434	2963
740	8443	2951
741	8451	2938
742	8460	2926
743	8469	2914
744	8477	2901
745	8486	2889
746	8494	2876
747	8503	2864
748	8511	2852
749	8521	2840
750	8531	2828
751	8540	2816
752	8553	2805
753	8563	2793
754	8576	2783
755	8587	2771
756	8604	2761
757	8614	2750
758	8623	2738
759	8634	2726
760	8645	2715
761	8659	2704
762	8671	2693
763	8684	2682
764	8698	2671
765	8710	2660
766	8720	2649
767	8735	2638
768	8745	2627
769	8758	2616
770	8771	2605
771	8786	2594
772	8799	2584
773	8813	2573
774	8824	2562
775	8833	2549
776	8844	2538
777	8858	2527
778	8873	2517
779	8887	2506
780	8902	2496
781	8915	2485
782	8929	2474
783	8940	2463
784	8948	2450
785	8958	2438
786	8973	2428
787	8985	2417
788	8995	2405
789	9004	2393
790	9012	2381
791	9020	2369
792	9029	2357
793	9038	2345
794	9047	2332
795	9056	2320
796	9065	2308
797	9073	2296
798	9081	2284
799	9091	2272
800	9102	2261
801	9110	2249
802	9119	2237
803	9128	2225
804	9137	2213
805	9145	2201
806	9154	2189
807	9162	2177
808	9170	2165
809	9179	2153
810	9187	2141
811	9196	2129
812	9205	2117
813	9215	2105
814	9223	2093
815	9235	2082
816	9245	2070
817	9253	2058
818	9261	2046
819	9270	2034
820	9279	2023
821	9288	2011
822	9298	1999
823	9310	1988
824	9320	1976
825	9327	1964
826	9336	1953
827	9345	1941
828	9354	1929
829	9363	1917
830	9373	1906
831	9382	1894
832	9390	1882
833	9398	1870
834	9408	1859
835	9417	1847
836	9426	1835
837	9435	1824
838	9444	1812
839	9453	1800
840	9462	1788
841	9470	1777
842	9480	1765
843	9489	1753
844	9499	1742
845	9508	1730
846	9518	1719
847	9527	1707
848	9537	1696
849	9545	1684
850	9555	1673
851	9563	1661
852	9573	1649
853	9582	1638
854	9591	1626
855	9602	1615
856	9611	1603
857	9621	1592
858	9630	1580
859	9637	1568
860	9648	1557
861	9659	1546
862	9667	1534
863	9676	1523
864	9685	1511
865	9694	1500
866	9703	1488
867	9712	1476
868	9722	1465
869	9730	1453
870	9740	1442
871	9749	1431
872	9759	1419
873	9766	1407
874	9774	1396
875	9782	1384
876	9791	1373
877	9799	1361
878	9808	1350
879	9818	1338
880	9827	1327
881	9838	1316
882	9849	1305
883	9859	1293
884	9878	1283
885	9892	1272
886	9904	1261
887	9918	1250
888	9932	1240
889	9945	1229
890	9956	1218
891	9967	1206
892	9982	1196
893	10001	1185
894	10015	1174
895	10029	1164
896	10039	1152
897	10048	1141
898	10059	1130
899	10069	1118
900	10080	1107
901	10088	1096
902	10096	1084
903	10104	1073
904	10112	1061
905	10120	1050
906	10132	1038
907	10142	1027
908	10150	1016
909	10160	1004
910	10170	993
911	10179	982
912	10189	970
913	10198	959
914	10207	948
915	10218	937
916	10228	925
917	10237	914
918	10245	903
919	10254	891
920	10263	880
921	10272	869
922	10281	857
923	10290	846
924	10299	835
925	10307	823
926	10315	812
927	10324	801
928	10337	790
929	10346	778
930	10356	767
931	10365	756
932	10374	745
933	10387	734
934	10396	722
935	10407	711
936	10416	700
937	10425	689
938	10436	677
939	10445	666
940	10454	655
941	10462	644
942	10471	632
943	10480	621
944	10490	610
945	10499	599
946	10508	588
947	10517	576
948	10526	565
949	10535	554
950	10543	543
951	10552	532
952	10562	520
953	10570	509
954	10579	498
955	10587	487
956	10596	476
957	10605	464
958	10614	453
959	10622	442
960	10631	431
961	10640	420
962	10649	409
963	10659	398
964	10673	387
965	10683	376
966	10692	364
967	10701	353
968	10711	342
969	10720	331
970	10729	320
971	10738	309
972	10747	298
973	10756	287
974	10765	276
975	10776	264
976	10788	253
977	10799	242
978	10809	231
979	10818	220
980	10827	209
981	10835	198
982	10844	187
983	10852	176
984	10860	165
985	10869	154
986	10877	143
987	10885	132
988	10894	121
989	10902	110
990	10912	99
991	10922	88
992	10933	77
993	10942	66
994	10950	55
995	10959	44
996	10968	33
997	10977	21
998	10987	10
999	10998	0
